300.00	5.5893900707815E-7
301.00	5.7772098216446E-7
302.00	5.8945801129084E-7
303.00	9.9999999392253E-9
304.00	2.1004700556659E-7
305.00	5.0905600801343E-7
306.00	3.9350800307147E-7
307.00	6.3834301045063E-7
308.00	9.9999999392253E-9
309.00	6.3025402141648E-7
310.00	5.4218298828346E-7
311.00	9.9999999392253E-9
312.00	9.9999999392253E-9
313.00	1.6418000292617E-9
314.00	9.9999999392253E-9
315.00	1.1699599866688E-7
316.00	9.9999999392253E-9
317.00	6.7961798322358E-7
318.00	9.9999999392253E-9
319.00	7.7869901815575E-7
320.00	9.9999999392253E-9
321.00	7.5199801585768E-7
322.00	9.9999999392253E-9
323.00	9.9999999392253E-9
324.00	1.0636299663247E-7
325.00	1.1973900200246E-6
326.00	7.0876001245779E-7
327.00	3.0615299806414E-7
328.00	9.9999999392253E-9
329.00	4.2493901730722E-8
330.00	9.9999999392253E-9
331.00	9.9999999392253E-9
332.00	1.6679800296515E-7
333.00	2.3491500655837E-7
334.00	5.2324497801237E-7
335.00	6.9453000151043E-7
336.00	2.3283399741558E-7
337.00	9.9999999392253E-9
338.00	2.4928300490501E-7
339.00	7.2783501536833E-7
340.00	1.5240000550421E-7
341.00	9.9999999392253E-9
342.00	9.9999999392253E-9
343.00	1.5584700463478E-7
344.00	1.7957400189061E-7
345.00	4.2579199543979E-7
346.00	7.8560799465777E-7
347.00	7.3355198537683E-7
348.00	5.964840283923E-7
349.00	1.2496400358941E-7
350.00	2.5918700430339E-7
351.00	2.3874301291471E-7
352.00	5.4976999308565E-7
353.00	3.6916000567544E-7
354.00	2.4748899818405E-7
355.00	4.7126098934314E-7
356.00	3.3951201316995E-7
357.00	1.9667399442369E-7
358.00	9.9999999392253E-9
359.00	4.6229399686126E-7
360.00	6.6953697341887E-7
361.00	2.3748400224122E-7
362.00	3.2865401067284E-7
363.00	3.0644301318716E-7
364.00	2.056780061821E-7
365.00	2.9434400516948E-7
366.00	3.6266101233196E-8
367.00	2.8639101401495E-7
368.00	2.0631599539911E-8
369.00	2.8729900236613E-7
370.00	3.1595399718753E-7
371.00	3.3073300187425E-7
372.00	1.1048000203573E-7
373.00	2.9759200970148E-7
374.00	4.5896999267825E-7
375.00	1.3595899872598E-7
376.00	2.4516899088667E-7
377.00	1.1200199878658E-7
378.00	2.800599929742E-7
379.00	3.685109959406E-7
380.00	9.9999999392253E-9
381.00	2.7816500391964E-7
382.00	1.4502299450214E-7
383.00	1.3379299446115E-7
384.00	1.923900043721E-7
385.00	3.6075999787499E-7
386.00	1.4881899801367E-7
387.00	3.8367801380446E-7
388.00	1.9348999558133E-7
389.00	1.7636500615481E-7
390.00	1.0699100272404E-7
391.00	3.136229906886E-7
392.00	4.6410001175445E-8
393.00	1.1975099312167E-7
394.00	3.2195998755924E-7
395.00	4.564340088109E-7
396.00	2.4062200054686E-7
397.00	7.3318699378433E-7
398.00	5.9893102388742E-7
399.00	1.8895799769325E-7
400.00	7.3582398840699E-8
401.00	9.9999999392253E-9
402.00	9.9999999392253E-9
403.00	2.3023200412808E-7
404.00	1.1629799701041E-7
405.00	3.0043798915358E-7
406.00	1.9471100642932E-7
407.00	3.8652601119793E-8
408.00	2.0354400476208E-7
409.00	1.4131400405404E-7
410.00	6.9043700534621E-8
411.00	9.9999999392253E-9
412.00	9.5966697699623E-8
413.00	5.9154398712735E-8
414.00	1.930850004328E-7
415.00	1.5583600543323E-7
416.00	9.9999999392253E-9
417.00	1.321610056948E-7
418.00	9.9999999392253E-9
419.00	4.4687098466056E-8
420.00	5.672229974607E-8
421.00	5.361809840565E-8
422.00	1.2196800014408E-7
423.00	9.5926303345095E-8
424.00	5.3249099352115E-8
425.00	9.9999999392253E-9
426.00	9.9999999392253E-9
427.00	4.2212999318281E-8
428.00	9.9999999392253E-9
429.00	1.4737300269019E-8
430.00	1.1338899952307E-7
431.00	9.9999999392253E-9
432.00	9.9999999392253E-9
433.00	6.5521398084911E-8
434.00	6.6523199393487E-8
435.00	7.7025596567637E-8
436.00	9.9999999392253E-9
437.00	1.2293999418489E-7
438.00	9.5926196763685E-8
439.00	9.9999999392253E-9
440.00	2.2551999734333E-7
441.00	7.4606099076391E-8
442.00	4.1571201592205E-8
443.00	1.9706800458152E-7
444.00	2.8337498747533E-7
445.00	6.7355102828515E-7
